Date,Close,High,Low,Open,Volume
2024-11-20 00:00:00-05:00,145.8665313720703,147.5362609033671,142.70703603144835,147.38629113505743,309871700
2024-11-21 00:00:00-05:00,146.6464080810547,152.8654088901037,140.67736706254192,149.32598496889756,400946600
2024-11-22 00:00:00-05:00,141.92715454101562,147.13632286743956,141.07730047570033,145.90650981286518,236406200
2024-11-25 00:00:00-05:00,135.9981231689453,142.02715192160386,135.79815839357323,141.9671640146257,344941900
2024-11-26 00:00:00-05:00,136.89797973632812,139.277601884859,135.64818075181995,137.6778530821544,190287700
2024-11-27 00:00:00-05:00,135.31822204589844,137.19792446250457,131.77879829463745,134.98827330747284,226370900
2024-11-29 00:00:00-05:00,138.22776794433594,139.32759715528792,136.02812477876728,136.75800311530705,141863200
2024-12-02 00:00:00-05:00,138.60769653320312,140.42739572538855,137.7978293194704,138.8076612979231,171682800
2024-12-03 00:00:00-05:00,140.23744201660156,140.51739577472358,137.92781588392697,138.23776359782383,164414000
2024-12-04 00:00:00-05:00,145.1166534423828,145.76654278655016,140.26742746830917,141.97715912549498,231224300
2024-12-05 00:00:00-05:00,145.04666137695312,146.52652104015894,143.93676281520223,145.0966598316491,172621200
2024-12-06 00:00:00-05:00,142.42689514160156,145.68658966441174,141.29699424160657,144.58670004061705,188505600
2024-12-09 00:00:00-05:00,138.79722595214844,139.93712045292858,137.1173878488451,138.9572148926683,189308600
2024-12-10 00:00:00-05:00,135.05758666992188,141.80696595909075,133.77769033829185,138.99721154250668,210020900
2024-12-11 00:00:00-05:00,139.29718017578125,140.15710166074888,135.19756655561218,137.3473626393387,184905200
2024-12-12 00:00:00-05:00,137.32736206054688,138.42726697152892,135.7875104425574,137.0673914713081,159211400
2024-12-13 00:00:00-05:00,134.23765563964844,139.5871698071996,132.52780616182653,138.92722683278515,231514900
2024-12-16 00:00:00-05:00,131.98785400390625,134.38762706465965,130.40799755691268,134.16764608739564,237951100
2024-12-17 00:00:00-05:00,130.3780059814453,131.57789255271604,126.84833189511964,129.07812250532473,259410300
2024-12-18 00:00:00-05:00,128.8981475830078,136.68742440979707,128.2682006428492,133.84768927135005,277444500
2024-12-19 00:00:00-05:00,130.66796875,134.01766661792476,129.5380830968377,131.7478712095932,209719200
2024-12-20 00:00:00-05:00,134.68760681152344,135.26755529215387,128.20820713472543,129.7980572196654,306528600
2024-12-23 00:00:00-05:00,139.6571502685547,139.77713434768583,135.1075657604122,136.2674627166313,176053500
2024-12-24 00:00:00-05:00,140.2071075439453,141.88694573903672,138.6372445869122,139.98712655305678,105157000
2024-12-26 00:00:00-05:00,139.91712951660156,140.8370583714796,137.7173348045662,139.68715493157526,116205600
2024-12-27 00:00:00-05:00,136.9973907470703,139.00721560881072,134.69761453351015,138.53725762424156,170582600
2024-12-30 00:00:00-05:00,137.47735595703125,140.2570989672278,134.00767398793965,134.81759702407376,167734700
2024-12-31 00:00:00-05:00,134.27764892578125,138.05731549303724,133.8176997545706,138.0173106258272,155659200
2025-01-02 00:00:00-05:00,138.29727172851562,138.8672266066605,134.61761764692358,135.98748671158145,198247200
2025-01-03 00:00:00-05:00,144.4567108154297,144.88666393436952,139.71714137538024,139.99711439640743,229322500
2025-01-06 00:00:00-05:00,149.41624450683594,152.14600432101588,147.80640728049391,148.57632545203526,265377400
2025-01-07 00:00:00-05:00,140.12710571289062,153.1159160516902,139.99711279126652,153.0159191493047,351782200
2025-01-08 00:00:00-05:00,140.0971221923828,143.9367655713296,137.5473535279277,142.5668963792699,227349900
2025-01-10 00:00:00-05:00,135.8975067138672,139.90713250101766,134.20765966847648,137.43735839735214,207602500
2025-01-13 00:00:00-05:00,133.21774291992188,133.4777287731417,129.49808381781634,129.97805065881337,204808900
2025-01-14 00:00:00-05:00,131.7478790283203,136.3674645891877,130.03804480886453,136.0374931021696,195590500
2025-01-15 00:00:00-05:00,136.22747802734375,136.43745017340345,131.277920981104,133.63770458598145,185217300
2025-01-16 00:00:00-05:00,133.55772399902344,138.73724031386243,133.47772952507327,138.6272498193542,209235600
2025-01-17 00:00:00-05:00,137.6973419189453,138.48726255165812,135.44754884500142,136.67743145335606,201188800
2025-01-21 00:00:00-05:00,140.81704711914062,141.8169551308445,137.07738566270945,139.14720257048145,197749000
2025-01-22 00:00:00-05:00,147.05648803710938,147.77640781491758,143.65679142482674,144.64670591256592,237651400
2025-01-23 00:00:00-05:00,147.2064666748047,147.2164602628041,143.706788444335,145.0366680027998,155915500
2025-01-24 00:00:00-05:00,142.60687255859375,148.95629439391405,141.86695041120194,148.35634349735062,234657600
2025-01-27 00:00:00-05:00,118.40910339355467,128.3881809500624,116.68926041493282,124.78852130861458,818830900
2025-01-28 00:00:00-05:00,128.9781494140625,128.9881430022562,116.23931491482392,121.79880142784783,579666400
2025-01-29 00:00:00-05:00,123.6886215209961,126.87833061040897,120.03896327722832,126.48836708502724,467120600
2025-01-30 00:00:00-05:00,124.63853454589844,124.9885008224628,118.08913405132432,123.08867408422284,392925500
2025-01-31 00:00:00-05:00,120.0589599609375,127.838243414871,119.1790436181177,123.76861793270326,390372900
2025-02-03 00:00:00-05:00,116.64927673339844,118.55909714130068,112.99961082645434,114.7394486968032,371235700
2025-02-04 00:00:00-05:00,118.63909149169922,121.1888524384042,116.68926621972048,116.94924444838958,256550000
2025-02-05 00:00:00-05:00,124.81851959228516,124.98850212428792,120.74889426826606,121.74880228526035,262230800
2025-02-06 00:00:00-05:00,128.66815185546875,128.7581551695,125.19847756454048,127.40827329026632,251483600
2025-02-07 00:00:00-05:00,129.8280487060547,130.35799871586244,124.9884977355082,129.20811063964976,228186300
2025-02-10 00:00:00-05:00,133.55772399902344,134.98758517024453,129.94805537047182,130.0780330404282,216989100
2025-02-11 00:00:00-05:00,132.7877960205078,134.4676342706669,131.0079608594355,132.56781502240796,178902400
2025-02-12 00:00:00-05:00,131.12794494628906,132.22784993678553,129.0681367435288,130.00805277951918,160278600
2025-02-13 00:00:00-05:00,135.27755737304688,136.487452862588,131.15794096754342,131.54790450828392,197430000
2025-02-14 00:00:00-05:00,138.8372344970703,139.23719160158925,135.4875365315285,136.46744211776974,195479600
2025-02-18 00:00:00-05:00,139.38717651367188,143.4268135927519,137.91731045487123,141.25701494818574,219176600
2025-02-19 00:00:00-05:00,139.21719360351562,141.34700263351252,137.2073839146051,139.49716663707372,167536000
2025-02-20 00:00:00-05:00,140.0971221923828,140.6470746897965,136.7774200315485,140.01712771481476,143903600
2025-02-21 00:00:00-05:00,134.41763305664062,141.4470007486669,134.01767593596887,140.02711787829398,228217600
2025-02-24 00:00:00-05:00,130.2680206298828,138.57725415414035,130.06804206967678,136.5474420161462,251381100
2025-02-25 00:00:00-05:00,126.61835479736328,130.18802626376245,124.42856133510212,129.96804527013506,271428700
2025-02-26 00:00:00-05:00,131.26792907714844,133.71770077604796,128.478192299153,129.97805439122038,322553800
